type,title,sourceUrl,astroPath,file
"page","MA/CRM活用 簡易診断","https://consilegy.com/simple_diagnos/","/simple_diagnos/","src/content/pages/simple_diagnos.md"
"page","Event Website Development Package","https://consilegy.com/en/services-en/event-website-development-package/","/en/services-en/event-website-development-package/","src/content/pages/event-website-development-package.md"
"page","Assistance in Attracting Digital Nomads and Remote Worker","https://consilegy.com/en/services-en/assistance-in-attracting-digital-nomads-and-remote-worker/","/en/services-en/assistance-in-attracting-digital-nomads-and-remote-worker/","src/content/pages/assistance-in-attracting-digital-nomads-and-remote-worker.md"
"page","GA4 Utilization Assessment","https://consilegy.com/en/ga4-utilization-assessment/","/en/ga4-utilization-assessment/","src/content/pages/ga4-utilization-assessment.md"
"page","資料ダウンロード","https://consilegy.com/download/","/download/","src/content/pages/download.md"
"page","Consilegy EN","https://consilegy.com/en/","/en/","src/content/pages/en.md"
"page","イベント向けウェブサイト制作パッケージ","https://consilegy.com/services/website-for-events/","/services/website-for-events/","src/content/pages/website-for-events.md"
"page","デジタルノマド・リモートワーカー誘致支援","https://consilegy.com/services/digital-nomad/","/services/digital-nomad/","src/content/pages/digital-nomad.md"
"page","Company","https://consilegy.com/en/company-en/","/en/company-en/","src/content/pages/company-en.md"
"page","Japan Market GTM &#038; Messaging","https://consilegy.com/en/services-en/japan-market-gtm-messaging/","/en/services-en/japan-market-gtm-messaging/","src/content/pages/japan-market-gtm-messaging.md"
"page","Services","https://consilegy.com/en/services-en/","/en/services-en/","src/content/pages/services-en.md"
"page","Privacy Policy","https://consilegy.com/en/27775-2/","/en/27775-2/","src/content/pages/27775-2.md"
"page","サービス","https://consilegy.com/services/","/services/","src/content/pages/services.md"
"page","無料相談について","https://consilegy.com/free-consultation/","/free-consultation/","src/content/pages/free-consultation.md"
"page","電子公告","https://consilegy.com/ir/koukoku/","/ir/koukoku/","src/content/pages/koukoku.md"
"page","IR","https://consilegy.com/ir/","/ir/","src/content/pages/ir.md"
"page","Contact","https://consilegy.com/en/contact-en/","/en/contact-en/","src/content/pages/contact-en.md"
"page","GA4 Utilization Checklist","https://consilegy.com/en/ga4-utilization-checklist/","/en/ga4-utilization-checklist/","src/content/pages/ga4-utilization-checklist.md"
"page","GA4活用度診断","https://consilegy.com/ga4-utilization-check/","/ga4-utilization-check/","src/content/pages/ga4-utilization-check.md"
"page","お問い合わせ","https://consilegy.com/contact/","/contact/","src/content/pages/contact.md"
"page","Consilegy","https://consilegy.com/","/","src/content/pages/index.md"
"page","Note","https://consilegy.com/note/","/note/","src/content/pages/note.md"
"page","会社情報","https://consilegy.com/company/","/company/","src/content/pages/company.md"
"page","Privacy Policy","https://consilegy.com/privacy-policy/","/privacy-policy/","src/content/pages/privacy-policy.md"
"post","SEOからGEO（生成エンジン最適化）へ｜ AI検索時代に見つけてもらうための新戦略とは？","https://consilegy.com/marketing/seo-to-geo-generative-engine-optimization/","/marketing/seo-to-geo-generative-engine-optimization/","src/content/blog/seo-to-geo-generative-engine-optimization.md"
"post","【AI導入前に押さえるべきポイント】ChatGPTやGeminiを活用する“本当の意味”とは？","https://consilegy.com/my-opinion/ai-introduction-checklist-chatgpt-gemini/","/my-opinion/ai-introduction-checklist-chatgpt-gemini/","src/content/blog/ai-introduction-checklist-chatgpt-gemini.md"
"post","プロジェクト成功のための必須スキル「問題対応力」","https://consilegy.com/project-management/respond-to-project-issues/","/project-management/respond-to-project-issues/","src/content/blog/respond-to-project-issues.md"
"post","【必読】HubSpotが大企業のマーケティングDXを加速させる理由：グローバル規模で顧客体験を管理","https://consilegy.com/others/%e3%80%90%e5%bf%85%e8%aa%ad%e3%80%91hubspot%e3%81%8c%e5%a4%a7%e4%bc%81%e6%a5%ad%e3%81%ae%e3%83%9e%e3%83%bc%e3%82%b1%e3%83%86%e3%82%a3%e3%83%b3%e3%82%b0dx%e3%82%92%e5%8a%a0%e9%80%9f%e3%81%95%e3%81%9b/","/others/%e3%80%90%e5%bf%85%e8%aa%ad%e3%80%91hubspot%e3%81%8c%e5%a4%a7%e4%bc%81%e6%a5%ad%e3%81%ae%e3%83%9e%e3%83%bc%e3%82%b1%e3%83%86%e3%82%a3%e3%83%b3%e3%82%b0dx%e3%82%92%e5%8a%a0%e9%80%9f%e3%81%95%e3%81%9b/","src/content/blog/%e3%80%90%e5%bf%85%e8%aa%ad%e3%80%91hubspot%e3%81%8c%e5%a4%a7%e4%bc%81%e6%a5%ad%e3%81%ae%e3%83%9e%e3%83%bc%e3%82%b1%e3%83%86%e3%82%a3%e3%83%b3%e3%82%b0dx%e3%82%92%e5%8a%a0%e9%80%9f%e3%81%95%e3%81%9b.md"
"post","【保存版】中小企業のためのHubSpot完全ガイド｜無料から始めるマーケティングオートメーション","https://consilegy.com/others/%e3%80%90%e4%bf%9d%e5%ad%98%e7%89%88%e3%80%91%e4%b8%ad%e5%b0%8f%e4%bc%81%e6%a5%ad%e3%81%ae%e3%81%9f%e3%82%81%e3%81%aehubspot%e5%ae%8c%e5%85%a8%e3%82%ac%e3%82%a4%e3%83%89%ef%bd%9c%e7%84%a1%e6%96%99/","/others/%e3%80%90%e4%bf%9d%e5%ad%98%e7%89%88%e3%80%91%e4%b8%ad%e5%b0%8f%e4%bc%81%e6%a5%ad%e3%81%ae%e3%81%9f%e3%82%81%e3%81%aehubspot%e5%ae%8c%e5%85%a8%e3%82%ac%e3%82%a4%e3%83%89%ef%bd%9c%e7%84%a1%e6%96%99/","src/content/blog/%e3%80%90%e4%bf%9d%e5%ad%98%e7%89%88%e3%80%91%e4%b8%ad%e5%b0%8f%e4%bc%81%e6%a5%ad%e3%81%ae%e3%81%9f%e3%82%81%e3%81%aehubspot%e5%ae%8c%e5%85%a8%e3%82%ac%e3%82%a4%e3%83%89%ef%bd%9c%e7%84%a1%e6%96%99.md"
"post","【2025年版】主要MAツールを徹底比較！HubSpot・Systeme.ioほか5選の機能・料金まとめ","https://consilegy.com/marketing/marketing-automation-tool/","/marketing/marketing-automation-tool/","src/content/blog/marketing-automation-tool.md"
"post","Supercharge B2B Sales Results: Advanced HubSpot Techniques and ABM Secrets","https://consilegy.com/en/others/supercharge-b2b-sales-results-advanced-hubspot-techniques-and-abm-secrets/","/en/others/supercharge-b2b-sales-results-advanced-hubspot-techniques-and-abm-secrets/","src/content/blog/supercharge-b2b-sales-results-advanced-hubspot-techniques-and-abm-secrets.md"
"post","GA4×HubSpot×AIで楽して成果をアップ！マーケティング業務効率化のステップ","https://consilegy.com/marketing-strategy/ga4xhubspotxai/","/marketing-strategy/ga4xhubspotxai/","src/content/blog/ga4xhubspotxai.md"
"post","実録PM：リモート環境で大型プロジェクトをスムーズにマネジメントするコツ","https://consilegy.com/project-management/remote-project-management/","/project-management/remote-project-management/","src/content/blog/remote-project-management.md"
"post","BtoB営業の成果を爆速アップ：HubSpot応用術とABM活用の秘訣","https://consilegy.com/marketing-strategy/hubspot-b2b-sales-advanced-abm-tips/","/marketing-strategy/hubspot-b2b-sales-advanced-abm-tips/","src/content/blog/hubspot-b2b-sales-advanced-abm-tips.md"
"post","「机上の空論」で終わらせない！戦略を現場に浸透させる3つのポイント","https://consilegy.com/marketing-strategy/top-down-strategy-3-points/","/marketing-strategy/top-down-strategy-3-points/","src/content/blog/top-down-strategy-3-points.md"
"post","データドリブンマーケティングの極意：Googleアナリティクスを活用したCROとKPI最適化","https://consilegy.com/marketing-strategy/data-driven-marketing-art/","/marketing-strategy/data-driven-marketing-art/","src/content/blog/data-driven-marketing-art.md"
"post","BtoB企業が陥りがちな「上流戦略」の落とし穴3選","https://consilegy.com/marketing-strategy/btob%e4%bc%81%e6%a5%ad%e3%81%8c%e9%99%a5%e3%82%8a%e3%81%8c%e3%81%a1%e3%81%aa%e3%80%8c%e4%b8%8a%e6%b5%81%e6%88%a6%e7%95%a5%e3%80%8d%e3%81%ae%e8%90%bd%e3%81%a8%e3%81%97%e7%a9%b43%e9%81%b8/","/marketing-strategy/btob%e4%bc%81%e6%a5%ad%e3%81%8c%e9%99%a5%e3%82%8a%e3%81%8c%e3%81%a1%e3%81%aa%e3%80%8c%e4%b8%8a%e6%b5%81%e6%88%a6%e7%95%a5%e3%80%8d%e3%81%ae%e8%90%bd%e3%81%a8%e3%81%97%e7%a9%b43%e9%81%b8/","src/content/blog/btob%e4%bc%81%e6%a5%ad%e3%81%8c%e9%99%a5%e3%82%8a%e3%81%8c%e3%81%a1%e3%81%aa%e3%80%8c%e4%b8%8a%e6%b5%81%e6%88%a6%e7%95%a5%e3%80%8d%e3%81%ae%e8%90%bd%e3%81%a8%e3%81%97%e7%a9%b43%e9%81%b8.md"
"post","HubSpotで実現するBtoBリード育成と営業効率化：マーケティング主導で生み出す連携業務フロー","https://consilegy.com/marketing/hubspot-lead-workflow/","/marketing/hubspot-lead-workflow/","src/content/blog/hubspot-lead-workflow.md"
"post","GA（Googleアナリティクス）×上流戦略：データドリブンなマーケ意思決定","https://consilegy.com/marketing/https-seikoyamaguchi-com-googleanalytics-datadriven-marketing/","/marketing/https-seikoyamaguchi-com-googleanalytics-datadriven-marketing/","src/content/blog/https-seikoyamaguchi-com-googleanalytics-datadriven-marketing.md"
"post","AI活用で生産性を飛躍的に向上！マーケティング業務を効率化するには？","https://consilegy.com/marketing/ai-marketing-efficiency/","/marketing/ai-marketing-efficiency/","src/content/blog/ai-marketing-efficiency.md"
"post","戦略から実行へ、「滞りなく」つなぐPMの役割とは？","https://consilegy.com/project-management/project-manegement-roles/","/project-management/project-manegement-roles/","src/content/blog/project-manegement-roles.md"
"post","マーケティング戦略の“上流戦略”って具体的に何をするの？ 基本ステップを解説","https://consilegy.com/marketing/upstream-marketing-strategy/","/marketing/upstream-marketing-strategy/","src/content/blog/upstream-marketing-strategy.md"
"post","Google AdSenceのプライバシー設定","https://consilegy.com/marketing/privacy-settings-for-google-adsence/","/marketing/privacy-settings-for-google-adsence/","src/content/blog/privacy-settings-for-google-adsence.md"
"post","Search Consoleのエラー『項目「id」がありません』の解消方法￼","https://consilegy.com/analytics/how-to-resolve-the-search-console-error-item-id-is-missing/","/analytics/how-to-resolve-the-search-console-error-item-id-is-missing/","src/content/blog/how-to-resolve-the-search-console-error-item-id-is-missing.md"
"post","Microsoft Clarityの個人情報マスキング機能","https://consilegy.com/analytics/microsoft-clarity-masking/","/analytics/microsoft-clarity-masking/","src/content/blog/microsoft-clarity-masking.md"
"post","Microsoft ClarityをGTMに設定する方法","https://consilegy.com/analytics/microsoft-clarity-gtm/","/analytics/microsoft-clarity-gtm/","src/content/blog/microsoft-clarity-gtm.md"
"post","SalesforceとPardotのデモ（無料トライアル）を使う方法","https://consilegy.com/marketing/sales-force-pardot/","/marketing/sales-force-pardot/","src/content/blog/sales-force-pardot.md"
"post","マーケティングにおける目標の大切さ","https://consilegy.com/marketing/marketing-target/","/marketing/marketing-target/","src/content/blog/marketing-target.md"
"post","Googleのツールをまとめて設定！プラグインSite Kit by Googleとは","https://consilegy.com/analytics/site-kit-by-google/","/analytics/site-kit-by-google/","src/content/blog/site-kit-by-google.md"
"post","スキップ不可のインストリーム広告とスキップ可のインストリーム広告 YouTube広告フォーマット","https://consilegy.com/marketing/youtubeads-autoadblock-autoadskip/","/marketing/youtubeads-autoadblock-autoadskip/","src/content/blog/youtubeads-autoadblock-autoadskip.md"
"case-study","Building a Revenue Foundation for a New AI Business with GTM and Automation","https://consilegy.com/en/case-studies/https-consilegy-com-case-studies-ai-gtm-automation-product-integration/","/en/case-studies/https-consilegy-com-case-studies-ai-gtm-automation-product-integration/","src/content/case-studies/https-consilegy-com-case-studies-ai-gtm-automation-product-integration.md"
"case-study","Building a Single Source of Truth through Data Integration and Operational Enablement","https://consilegy.com/en/case-studies/healthcare-data-integration-ops-enablement-2/","/en/case-studies/healthcare-data-integration-ops-enablement-2/","src/content/case-studies/healthcare-data-integration-ops-enablement-2.md"
"case-study","Closing the Gap Between Lead Volume and Revenue: Standardizing Lead Handoff and Pipeline Creation with HubSpot","https://consilegy.com/en/case-studies/hubspot-sales-handoff-lead-to-revenue-2/","/en/case-studies/hubspot-sales-handoff-lead-to-revenue-2/","src/content/case-studies/hubspot-sales-handoff-lead-to-revenue-2.md"
"case-study","From Data Collection to Decision Infrastructure: Redefining KPIs and building a decision-making foundation with GA4","https://consilegy.com/en/case-studies/ga4-kpi-design-global-analytics-2/","/en/case-studies/ga4-kpi-design-global-analytics-2/","src/content/case-studies/ga4-kpi-design-global-analytics-2.md"
"case-study","Redesigning a Complex Marketing Stack: HubSpot migration and data integration to streamline marketing operations","https://consilegy.com/en/case-studies/marketing-data-integration-hubspot-migration-2/","/en/case-studies/marketing-data-integration-hubspot-migration-2/","src/content/case-studies/marketing-data-integration-hubspot-migration-2.md"
"case-study","Building a Self-Operated Web Foundation in One Month with HubSpot CMS","https://consilegy.com/en/case-studies/building-a-self-operated-web-foundation-in-one-month-with-hubspot-cms/","/en/case-studies/building-a-self-operated-web-foundation-in-one-month-with-hubspot-cms/","src/content/case-studies/building-a-self-operated-web-foundation-in-one-month-with-hubspot-cms.md"
"case-study","Designing a GTM structure for Japan through localized messaging and conversion architecture","https://consilegy.com/en/case-studies/japan-market-entry-gtm-architecture/","/en/case-studies/japan-market-entry-gtm-architecture/","src/content/case-studies/japan-market-entry-gtm-architecture.md"
"case-study","Building a Revenue-Driven Data Foundation for a Subscription E-commerce Launch","https://consilegy.com/en/case-studies/e-commerce-subscription-ltv-data-architecture/","/en/case-studies/e-commerce-subscription-ltv-data-architecture/","src/content/case-studies/e-commerce-subscription-ltv-data-architecture.md"
"case-study","新規サブスクEC事業の収益判断を支える運用基盤を構築。スクラッチECと分析ツールを統合し、LTV起点の意思決定を実現","https://consilegy.com/case-studies/ec-subscription-ltv-data-architecture/","/case-studies/ec-subscription-ltv-data-architecture/","src/content/case-studies/ec-subscription-ltv-data-architecture.md"
"case-study","日本市場参入における意思決定構造の設計ローカライズとLPアーキテクチャによるGTM最適化","https://consilegy.com/case-studies/japan-market-entry-gtm-architecture-2/","/case-studies/japan-market-entry-gtm-architecture-2/","src/content/case-studies/japan-market-entry-gtm-architecture-2.md"
"case-study","1ヶ月で実現する自走型Web基盤。HubSpot CMS移行によるマーケティング運用の高速化","https://consilegy.com/case-studies/hubspot-cms-migration-marketing-operations/","/case-studies/hubspot-cms-migration-marketing-operations/","src/content/case-studies/hubspot-cms-migration-marketing-operations.md"
"case-study","分断されたデータと運用の再設計。HubSpotへの移行によるマーケティング基盤の刷新","https://consilegy.com/case-studies/marketing-data-integration-hubspot-migration/","/case-studies/marketing-data-integration-hubspot-migration/","src/content/case-studies/marketing-data-integration-hubspot-migration.md"
"case-study","集めるだけのデータから稼ぐための判断材料へ。グローバルエンタメ企業のGA4活用と意思決定基盤の構築","https://consilegy.com/case-studies/ga4-kpi-design-global-analytics/","/case-studies/ga4-kpi-design-global-analytics/","src/content/case-studies/ga4-kpi-design-global-analytics.md"
"case-study","最小体制で立ち上げる収益基盤：海外開発チームと連携し、3名体制で実現したAI事業のGTM設計と自動化基盤","https://consilegy.com/case-studies/ai-gtm-automation-product-integration/","/case-studies/ai-gtm-automation-product-integration/","src/content/case-studies/ai-gtm-automation-product-integration.md"
"case-study","リード増加と売上の乖離を解消。HubSpotで構築する営業引き渡しと商談創出の標準化","https://consilegy.com/case-studies/hubspot-sales-handoff-lead-to-revenue/","/case-studies/hubspot-sales-handoff-lead-to-revenue/","src/content/case-studies/hubspot-sales-handoff-lead-to-revenue.md"
"case-study","4種類の分散データをHubSpotへ統合。4名のマーケティングチームを「単純作業」から「戦略実行」へ解放した全プロセス","https://consilegy.com/case-studies/healthcare-data-integration-ops-enablement/","/case-studies/healthcare-data-integration-ops-enablement/","src/content/case-studies/healthcare-data-integration-ops-enablement.md"
